protein1	protein2	confidence
USP14	HSPB1	0.417
USP14	HTT	0.417
USP14	NAPRT	0.426
USP14	NDRG1	0.417
USP14	PPP3CA	0.389
USP14	PPP3R1	0.405
USP14	PSMA1	0.999
USP14	PSMA2	0.926
USP14	PSMA4	0.999
USP14	PSMA5	0.999
USP14	PSMA6	0.999
USP14	PSMA7	0.992
USP14	PSMB2	0.998
USP14	PSMB5	0.998
USP14	PSMB6	0.999
USP14	PSMB7	0.995
USP14	PSMC1	0.999
USP14	PSMC2	0.999
USP14	PSMC3	0.999
USP14	PSMC6	0.999
USP14	PSMD1	0.999
USP14	PSMD10	0.991
USP14	PSMD12	0.999
USP14	PSMD13	0.999
USP14	PSMD14	0.999
USP14	PSMD3	0.999
USP14	PSMD4	0.999
USP14	PSMD6	0.999
USP14	PSMD7	0.999
USP14	PSMD8	0.999
USP14	RAP1GDS1	0.208
USP14	RGPD5	0.516
USP14	RGPD6	0.516
USP14	RNF11	0.404
USP14	RPL23	0.353
USP14	RPL30	0.158
USP14	SEM1	0.911
USP14	SH3GLB1	0.777
USP14	SRPRB	0.192
USP14	SRSF1	0.785
USP14	TXNL1	0.823
USP14	UBC	0.725
USP14	UBE2N	0.662
USP14	UBE2V2	0.284
USP14	UNC45A	0.774
USP14	VPS37B	0.774
USP14	WDR12	0.789
USP14	XPO7	0.779
USP15	ADSL	0.488
USP15	ALDOA	0.495
USP15	ANAPC1	0.357
USP15	ASL	0.488
USP15	ATL3	0.151
USP15	AXIN1	0.354
USP15	BCAT1	0.15
USP15	BIRC2	0.583
USP15	BIRC3	0.496
USP15	BMPR1A	0.36
USP15	BMPR1B	0.36
USP15	BRAP	0.162
USP15	BTRC	0.371
USP15	C8orf34	0.774
USP15	CALML3	0.495
USP15	CFLAR	0.283
USP15	CKB	0.488
USP15	COPS5	0.498
USP15	CSTF1	0.488
USP15	CTNNB1	0.364
USP15	CUL4B	0.347
USP15	DDX58	0.444
USP15	ECD	0.176
USP15	ECHS1	0.174
USP15	EEF2KMT	0.164
USP15	FABP4	0.488
USP15	FHL1	0.36
USP15	GRP	0.774
USP15	HDAC3	0.405
USP15	HIST2H2AC	0.396
USP15	HIST2H2BE	0.367
USP15	HMG20B	0.508
USP15	HUWE1	0.285
USP15	KRT31	0.192
USP15	KRT33A	0.488
USP15	KRT33B	0.488
USP15	KRT34	0.488
USP15	KRT35	0.488
USP15	KRT81	0.488
USP15	KRT85	0.237
USP15	LGALS7B	0.192
USP15	LRRC15	0.496
USP15	LSM2	0.776
USP15	LSM4	0.774
USP15	LSM6	0.784
USP15	LSM8	0.614
USP15	MEPCE	0.778
USP15	MYH2	0.532
USP15	MYH4	0.532
USP15	NUSAP1	0.347
USP15	OR52J3	0.614
USP15	PGAM2	0.488
USP15	PHF7	0.181
USP15	PLK1	0.188
USP15	PLOD2	0.331
USP15	PPIH	0.779
USP15	PRPF3	0.652
USP15	PRPF31	0.619
USP15	PRPF4	0.63
USP15	PSMB9	0.162
USP15	PSMD7	0.724
USP15	RNF126	0.193
USP15	RNF144B	0.18
USP15	RNF20	0.467
USP15	RNF40	0.529
USP15	SART3	0.963
USP15	SELENBP1	0.499
USP15	SENP3	0.183
USP15	SGTB	0.2
USP15	SMAD1	0.93
USP15	SMAD2	0.939
USP15	SMAD3	0.93
USP15	SMAD4	0.456
USP15	SMAD6	0.619
USP15	SMAD7	0.935
USP15	SMURF2	0.947
USP15	SNHG28	0.488
USP15	SNUPN	0.186
USP15	SPDL1	0.186
USP15	STAM	0.19
USP15	STK33	0.347
USP15	TGFBR1	0.941
USP15	TRAF4	0.16
USP15	TRAF6	0.294
USP15	TRIM17	0.165
USP15	TRIM21	0.217
USP15	TRIM25	0.453
USP15	TRIM5	0.159
USP15	TRIM74	0.165
USP15	TUT1	0.779
USP15	UBC	0.949
USP15	UBE2S	0.393
USP15	UCHL1	0.454
USP15	UGP2	0.288
USP15	URM1	0.434
USP15	USP11	0.212
USP15	USP14	0.312
USP15	USP20	0.266
USP15	USP21	0.336
USP15	USP4	0.434
USP15	WAPL	0.8
USP15	YOD1	0.285
USP15	ZC3H13	0.579
USP16	UBD	0.364
USP17L2	ADAMTS1	0.488
USP17L2	IL33	0.623
USP17L2	LGMN	0.488
USP17L2	USP17L29	0.489
USP17L2	USP26	0.621
USP18	BECN1	0.348
USP18	CARD11	0.324
USP18	CHUK	0.365
USP18	FKBPL	0.207
USP18	HERC1	0.404
USP18	IFNAR2	0.397
USP18	ISG15	0.999
USP18	KDM3B	0.496
USP18	MAP3K7	0.932
USP18	MYL6	0.504
USP18	NBN	0.505
USP18	NME1	0.496
USP18	PCNA	0.347
USP18	PIK3C3	0.374
USP18	SKP2	0.403
USP18	TAB2	0.328
USP18	TMEM14A	0.178
USP18	USP41	0.609
USP18	UVRAG	0.334
USP19	ABCC10	0.333
USP19	ACADSB	0.494
USP19	ADPRHL1	0.614
USP19	ATAD1	0.515
USP19	AURKC	0.218
USP19	BIRC2	0.962
USP19	BIRC3	0.94
USP19	BIRC8	0.496
USP19	CAMK2G	0.495
USP19	CANX	0.357
USP19	CD2BP2	0.15
USP19	CDK1	0.261
USP19	CKAP5	0.417
USP19	CSE1L	0.499
USP19	DMWD	0.653
USP19	DOCK7	0.644
USP19	ECEL1	0.336
USP19	FAM210A	0.488
USP19	FKBP6	0.164
USP19	FKBP8	0.488
USP19	FKBPL	0.158
USP19	FLNA	0.35
USP19	GCN1	0.504
USP19	HERC2	0.391
USP19	HMOX2	0.488
USP19	HNRNPAB	0.388
USP19	IARS	0.495
USP19	KPTN	0.175
USP19	LAMTOR4	0.336
USP19	LAT	0.488
USP19	LRPPRC	0.496
USP19	MLF2	0.171
USP19	NCOR2	0.369
USP19	NEURL4	0.526
USP19	NUP160	0.52
USP19	PARK7	0.504
USP19	PDHA1	0.488
USP19	PSMD2	0.158
USP19	PTCRA	0.324
USP19	PYGL	0.503
USP19	RNF2	0.345
USP19	SAAL1	0.503
USP19	SEC61A1	0.498
USP19	SEL1L	0.336
USP19	SIAH1	0.36
USP19	SIAH2	0.407
USP19	SLC1A5	0.488
USP19	SMAP1	0.522
USP19	SNRNP200	0.39
USP19	SPNS1	0.496
USP19	SRPRB	0.488
USP19	SUCLG2	0.778
USP19	SYVN1	0.348
USP19	TLN1	0.51
USP19	TMEM33	0.566
USP19	TNPO3	0.496
USP19	TRIM21	0.507
USP19	UBC	0.445
USP19	UNC45A	0.488
USP19	USP4	0.363
USP19	USP7	0.837
USP19	XIAP	0.37
USP19	XRN2	0.536
USP2	AURKA	0.367
USP2	BRCA1	0.166
USP2	CACNA2D2	0.36
USP2	CARD11	0.325
USP2	CASP8	0.344
USP2	CCNA1	0.372
USP2	EGFR	0.395
USP2	ERBB2	0.366
USP2	FASN	0.442
USP2	HACE1	0.464
USP2	HIST2H2AC	0.348
USP2	KCNQ1	0.367
USP2	LDLR	0.36
USP2	LONP1	0.497
USP2	LONP2	0.497
USP2	LONRF1	0.156
USP2	MALT1	0.34
USP2	MAP3K2	0.36
USP2	MAP3K7	0.93
USP2	MDM4	0.943
USP2	MYLIP	0.368
USP2	PALB2	0.329
USP2	PCGF6	0.152
USP2	PCNA	0.356
USP2	PEX5	0.363
USP2	PIK3R3	0.154
USP2	RAD18	0.302
USP2	RBCK1	0.914
USP2	RNF11	0.276
USP2	RRP15	0.488
USP2	SCNN1A	0.379
USP2	SCNN1B	0.393
USP2	SCNN1G	0.384
USP2	TBK1	0.368
USP2	TNFRSF1A	0.935
USP2	TRADD	0.931
USP2	TRAF2	0.933
USP2	TRAF6	0.385
USP2	TRAIP	0.166
USP2	TRIM21	0.187
USP2	TRIM23	0.205
USP2	UBC	0.99
USP2	UBE2S	0.401
USP2	UBOX5	0.581
USP2	VCAM1	0.344
USP2	ZNF598	0.399
USP20	ADRB2	0.941
USP20	APBA2	0.488
USP20	ATAD3B	0.51
USP20	ATP6AP2	0.488
USP20	BIRC3	0.496
USP20	C2orf50	0.179
USP20	CALM1	0.498
USP20	CBX7	0.18
USP20	CCP110	0.346
USP20	DBNL	0.195
USP20	DIO2	0.55
USP20	ECI2	0.496
USP20	EIF3C	0.27
USP20	EIF3CL	0.241
USP20	EIF3E	0.499
USP20	EPX	0.488
USP20	FECH	0.488
USP20	GPT2	0.49
USP20	HERC2	0.652
USP20	LRRC59	0.488
USP20	MAP7D1	0.488
USP20	MYO1A	0.509
USP20	MYO1C	0.509
USP20	N4BP3	0.488
USP20	NEURL4	0.528
USP20	NMI	0.488
USP20	NUP153	0.499
USP20	PLEC	0.201
USP20	PLEKHA7	0.488
USP20	PLK1	0.504
USP20	POLDIP3	0.49
USP20	PRKCI	0.324
USP20	PSMD12	0.624
USP20	PSMD6	0.621
USP20	PSMD7	0.682
USP20	RAD17	0.533
USP20	RFC2	0.494
USP20	RFC3	0.494
USP20	RFC4	0.494
USP20	RGPD5	0.51
USP20	RGPD6	0.51
USP20	SUN2	0.228
USP20	SYTL4	0.488
USP20	TRAF6	0.442
USP20	USP16	0.675
USP20	VAPA	0.493
USP20	VAPB	0.493
USP20	VHL	0.734
USP20	ZNF770	0.502
USP21	ANKRD28	0.246
USP21	ANXA1	0.361
USP21	ARHGEF2	0.367
USP21	ATXN3	0.185
USP21	AURKA	0.367
USP21	BAZ2A	0.309
USP21	BEND3	0.514
USP21	BHLHE40	0.324
USP21	BTBD9	0.413
USP21	CKAP5	0.326
USP21	DDIT4L	0.488
USP21	DDX58	0.936
USP21	DHX58	0.386
USP21	FUCA1	0.618
USP21	GATA3	0.936
USP21	HECW2	0.302
USP21	HIST2H2AA3	0.952
USP21	IFIH1	0.386
USP21	IL33	0.96
USP21	ISG15	0.639
USP21	KCTD13	0.427
USP21	KLHL9	0.492
USP21	KRT4	0.614
USP21	LYZ	0.427
USP21	MAP4	0.329
USP21	MARK1	0.623
USP21	MARK2	0.627
USP21	MARK3	0.625
USP21	MARK4	0.732
USP21	NEDD8	0.83
USP21	PCGF6	0.226
USP21	PIP	0.361
USP21	PPP6R3	0.397
USP21	PRKCI	0.614
USP21	RAD23A	0.419
USP21	RAP1GAP	0.488
USP21	RBCK1	0.909
USP21	RBM45	0.237
USP21	RIPK1	0.98
USP21	SENP3	0.189
USP21	STAMBP	0.33
USP21	SUMO2	0.211
USP21	SYK	0.205
USP21	TRAF6	0.197
USP21	TRIM23	0.161
USP21	UBC	0.987
USP21	UBE2S	0.243
USP21	UCHL1	0.768
USP21	UPF3B	0.495
USP21	USP14	0.329
USP21	USP16	0.935
USP21	USP2	0.158
USP21	USP20	0.437
USP21	USP25	0.595
USP21	USP4	0.315
USP21	USP48	0.632
USP21	UTRN	0.623
USP21	YOD1	0.242
USP21	ZG16B	0.324
USP21	ZNF426	0.157
USP22	ATXN7L2	0.801
USP22	ATXN7L3B	0.506
USP22	CDC23	0.359
USP22	CNOT1	0.511
USP22	CNOT10	0.488
USP22	DEDD	0.488
USP22	ENY2	0.984
USP22	FBP1	0.365
USP22	HIST2H2BE	0.967
USP22	KIF7	0.516
USP22	KLHL23	0.496
USP22	MDM4	0.632
USP22	MINDY2	0.152
USP22	POFUT2	0.488
USP22	PREPL	0.488
USP22	PTGS2	0.36
USP22	RCAN1	0.381
USP22	SGF29	0.991
USP22	SND1	0.496
USP22	SUPT20H	0.951
USP22	SUPT3H	0.991
USP22	SUPT7L	0.949
USP22	TADA1	0.951
USP22	TADA2A	0.989
USP22	TADA2B	0.986
USP22	TAF5L	0.973
USP22	TAF6L	0.973
USP22	TAF9B	0.993
USP24	COPS7B	0.183
USP24	HNRNPD	0.176
USP24	RHOJ	0.282
USP24	RP2	0.202
USP25	ACTA1	0.333
USP25	ANXA1	0.489
USP25	APP	0.642
USP25	BTBD9	0.561
USP25	CROT	0.445
USP25	CUL2	0.208
USP25	CUL3	0.3
USP25	FLNC	0.343
USP25	GAPDH	0.357
USP25	HSP90B1	0.364
USP25	KCTD10	0.779
USP25	KCTD13	0.792
USP25	KIAA1468	0.471
USP25	KLHL13	0.619
USP25	KLHL9	0.777
USP25	KRT4	0.488
USP25	LRIG3	0.515
USP25	LYZ	0.499
USP25	MT2A	0.324
USP25	MYBPC1	0.61
USP25	NEDD8	0.606
USP25	NTAN1	0.768
USP25	PIP	0.488
USP25	RAD23A	0.387
USP25	SENP1	0.487
USP25	SON	0.555
USP25	SUMO1	0.625
USP25	SUMO2	0.668
USP25	SUMO3	0.644
USP25	SYK	0.402
USP25	TNKS2	0.244
USP25	TRAF5	0.452
USP25	TRAF6	0.47
USP25	UBC	0.865
USP25	WRNIP1	0.495
USP25	ZG16B	0.488
USP25	ZNF426	0.282
USP28	AQR	0.554
USP28	ATXN3L	0.256
USP28	BAP1	0.53
USP28	CIT	0.51
USP28	CLSPN	0.954
USP28	COMTD1	0.174
USP28	FBXW7	0.596
USP28	JOSD1	0.298
USP28	KDM1A	0.432
USP28	MAP3K1	0.185
USP28	MDC1	0.514
USP28	MYC	0.965
USP28	NSMCE2	0.36
USP28	OTUB2	0.222
USP28	PFAS	0.765
USP28	PJA1	0.185
USP28	PLA2G2A	0.359
USP28	RCHY1	0.624
USP28	SENP8	0.156
USP28	STAM	0.347
USP28	STAMBP	0.275
USP28	SUMO2	0.587
USP28	SUMO3	0.588
USP28	TP53	0.316
USP28	TP53BP1	0.844
USP28	TRIM63	0.162
USP28	TWF1	0.51
USP28	UBC	0.841
USP28	UCHL1	0.485
USP28	UCHL3	0.487
USP28	UCHL5	0.563
USP28	USO1	0.539
USP28	USP14	0.547
USP28	USP15	0.613
USP28	USP20	0.618
USP28	USP21	0.702
USP28	USP25	0.537
USP28	USP33	0.364
USP28	USP4	0.576
USP28	USP5	0.554
USP28	USP51	0.511
USP28	USP7	0.364
USP28	USP8	0.6
USP28	ZC3H4	0.513
USP28	ZCCHC8	0.526
USP3	ATF6B	0.498
USP3	CBR3	0.488
USP3	DDX58	0.623
USP3	EIF3G	0.774
USP3	GNAL	0.488
USP3	HIST1H2BB	0.946
USP3	IFIH1	0.373
USP3	NXN	0.491
USP3	PRRC2B	0.62
USP3	RBP2	0.488
USP3	RIMBP2	0.488
USP3	RSU1	0.788
USP3	SH3BGRL3	0.503
USP3	TOR1AIP2	0.517
USP3	TXLNG	0.503
USP3	TXNDC17	0.503
USP3	UBC	0.947
USP3	WDTC1	0.52
USP30	EXOSC7	0.164
USP30	MPND	0.509
USP30	QKI	0.488
USP30	SS18L1	0.495
USP30	UBC	0.332
USP32	ABCD3	0.496
USP32	CDK1	0.506
USP32	ERP44	0.499
USP32	HCLS1	0.503
USP32	HIGD1A	0.488
USP32	KRT19	0.488
USP32	MRPL39	0.489
USP32	RAP1B	0.267
USP32	SMC1A	0.518
USP32	TRIM74	0.165
USP32	TUBA1A	0.51
USP32	UBXN1	0.497
USP32	USP6	0.519
USP32	VPS35	0.543
USP32	ZDHHC17	0.279
USP33	ADRB2	0.959
USP33	ARRB1	0.939
USP33	ARRB2	0.939
USP33	BECN1	0.423
USP33	C2orf50	0.158
USP33	CCP110	0.968
USP33	DIO2	0.577
USP33	ELOB	0.751
USP33	ELOC	0.46
USP33	EXOC2	0.379
USP33	GNAI3	0.244
USP33	IFIT5	0.488
USP33	KRR1	0.488
USP33	MYC	0.37
USP33	NET1	0.488
USP33	NEURL4	0.336
USP33	PRPF38B	0.511
USP33	RALA	0.357
USP33	RALB	0.421
USP33	ROBO1	0.414
USP33	SELENBP1	0.675
USP33	SMAD4	0.247
USP33	SPA17	0.156
USP33	TAGAP	0.504
USP33	TRAF6	0.413
USP33	UBC	0.441
USP33	USP15	0.367
USP33	USP20	0.932
USP33	USP21	0.239
USP33	VAPB	0.155
USP33	VHL	0.882
USP33	ZFR	0.489
USP34	ELP2	0.355
USP34	UBE2V1	0.78
USP36	ANKRD33	0.488
USP36	ANKRD52	0.511
USP36	CELSR2	0.2
USP36	FANCI	0.49
USP36	GNL2	0.658
USP36	IFRD2	0.488
USP36	KIAA0232	0.177
USP36	MPND	0.664
USP36	NPM1	0.625
USP36	NUDCD1	0.504
USP36	NUP85	0.488
USP36	PPP6R3	0.51
USP36	SHPRH	0.53
USP36	SOD2	0.36
USP36	TMEM104	0.488
USP37	CHD8	0.234
USP37	TAF1	0.308
USP38	ADAR	0.437
USP38	ERVMER34-1	0.8
USP38	GNB5	0.178
USP38	HIST1H1D	0.324
USP38	HMX2	0.488
USP38	HSPB1	0.489
USP38	LGALS7B	0.488
USP38	NBPF3	0.488
USP39	ADARB1	0.417
USP39	APEH	0.428
USP39	CETN2	0.503
USP39	FOXP4	0.774
USP39	GALNT13	0.778
USP39	GTF3C1	0.774
USP39	LSM8	0.971
USP39	MMS19	0.206
USP39	OR52J3	0.614
USP39	PRPF3	0.961
USP39	PRPF31	0.97
USP39	PRPF6	0.982
USP39	SART3	0.641
USP39	SF3B6	0.972
USP39	SON	0.419
USP39	SRSF10	0.528
USP39	SRSF11	0.977
USP39	SRSF3	0.941
USP39	SRSF5	0.943
USP39	SRSF7	0.976
USP39	SUPT16H	0.541
USP39	TPBG	0.783
USP39	TRIM55	0.774
USP39	TXNL4A	0.979
USP39	VTN	0.774
USP4	ACE	0.498
USP4	ADORA2A	0.384
USP4	ADSL	0.488
USP4	AKAP7	0.515
USP4	AKT1	0.657
USP4	ASL	0.488
USP4	ASS1	0.395
USP4	ATP1B1	0.359
USP4	ATP1B3	0.359
USP4	BRAP	0.162
USP4	C8orf34	0.639
USP4	CT55	0.164
USP4	CTNNB1	0.384
USP4	CUL4B	0.313
USP4	DCP1B	0.511
USP4	DDX58	0.425
USP4	DLC1	0.189
USP4	EDC3	0.498
USP4	EIF4E2	0.205
USP4	ELMO1	0.257
USP4	FAM96B	0.359
USP4	GRP	0.639
USP4	HDAC2	0.394
USP4	HUWE1	0.469
USP4	LAMA5	0.37
USP4	LGALS1	0.373
USP4	LSM2	0.645
USP4	LSM4	0.639
USP4	LSM6	0.653
USP4	LSM8	0.774
USP4	MAP3K7	0.933
USP4	MEPCE	0.644
USP4	MRE11	0.363
USP4	NLK	0.361
USP4	NOLC1	0.285
USP4	NPC2	0.359
USP4	OR52E2	0.774
USP4	OR52J3	0.774
USP4	PCNA	0.391
USP4	PDK1	0.375
USP4	PGM1	0.359
USP4	PLOD1	0.366
USP4	PPIA	0.39
USP4	PPIH	0.646
USP4	PRPF19	0.377
USP4	PRPF3	0.798
USP4	PRPF31	0.777
USP4	PRPF4	0.784
USP4	PSAP	0.359
USP4	PSMA6	0.361
USP4	PTEN	0.504
USP4	PTP4A3	0.364
USP4	RAD50	0.359
USP4	RB1	0.397
USP4	RBBP8	0.596
USP4	RBL1	0.353
USP4	RBL2	0.377
USP4	RIPK1	0.937
USP4	RORC	0.495
USP4	SART3	0.961
USP4	SFN	0.356
USP4	STN1	0.157
USP4	TCEAL1	0.161
USP4	TCF7L2	0.369
USP4	TGFBR1	0.37
USP4	TNFRSF1A	0.93
USP4	TRAF2	0.933
USP4	TRAF6	0.94
USP4	TRIM21	0.418
USP4	TUT1	0.646
USP4	UBC	0.948
USP4	USP1	0.588
USP4	USP11	0.338
USP4	USP32	0.287
USP4	USP39	0.422
USP4	YWHAH	0.366
USP42	AHCYL1	0.205
USP42	AMOT	0.325
USP42	BMS1	0.593
USP42	CA2	0.488
USP42	CPNE3	0.488
USP42	DIMT1	0.602
USP42	EPX	0.488
USP42	FECH	0.495
USP42	HERC2	0.388
USP42	HIST2H2BE	0.474
USP42	KPNA1	0.192
USP42	KPNA3	0.488
USP42	LRRC47	0.344
USP42	MNT	0.488
USP42	MRPS12	0.494
USP42	MRPS14	0.494
USP42	MRPS21	0.488
USP42	MRPS26	0.488
USP42	MRPS28	0.488
USP42	MRPS31	0.488
USP42	MRPS34	0.488
USP42	MRPS35	0.488
USP42	PLRG1	0.496
USP42	PTP4A1	0.496
USP42	SLC25A20	0.488
USP42	SRRM2	0.496
USP42	TEX10	0.589
USP42	TXNL4A	0.325
USP42	WDR18	0.488
USP42	YTHDC2	0.637
USP42	YWHAQ	0.15
USP43	ATG4A	0.305
USP43	FN3KRP	0.488
USP43	FOXP4	0.171
USP43	FTSJ1	0.164
USP43	INTS1	0.211
USP43	KRTAP10-4	0.184
USP43	PDCD2	0.528
USP43	SCML1	0.182
USP43	VPS35	0.557
USP43	YWHAE	0.545
USP44	TBL2	0.499
USP45	CDK1	0.495
USP45	CORO1C	0.533
USP45	ERCC1	0.938
USP45	ERCC4	0.44
USP45	FARS2	0.505
USP45	MYL12B	0.495
USP45	MYL6	0.495
USP45	NOP53	0.488
USP45	PIK3CG	0.517
USP45	POLR2G	0.488
USP45	PPT1	0.154
USP45	RALY	0.537
USP45	RBM7	0.165
USP45	RBMX	0.488
USP45	RTCA	0.509
USP45	SAFB	0.505
USP45	SF3A2	0.488
USP45	SLX4	0.404
USP45	SRBD1	0.58
USP45	TMOD3	0.506
USP45	WIZ	0.164
USP45	YLPM1	0.526
USP45	ZFR	0.502
USP46	ALDH9A1	0.207
USP46	DMWD	0.973
USP46	EIF2AK4	0.496
USP46	ERP44	0.279
USP46	GRIA1	0.539
USP46	HIST2H2AC	0.397
USP46	HIST2H2BE	0.406
USP46	IQGAP1	0.488
USP46	MAPK8IP2	0.154
USP46	MYL6	0.381
USP46	MYL6B	0.506
USP46	PHLPP1	0.839
USP46	PHLPP2	0.776
USP46	PJA2	0.511
USP46	PPP1R3D	0.774
USP46	RAD51AP1	0.782
USP46	SAR1A	0.488
USP46	SET	0.782
USP46	SLC18B1	0.782
USP46	SNX2	0.172
USP46	SNX6	0.171
USP46	SPN	0.774
USP46	UBA52	0.885
USP46	USP12	0.616
USP46	WDR20	0.986
USP46	WDR26	0.384
USP46	WDR48	0.997
USP46	WDR77	0.382
USP46	YWHAH	0.774
USP47	DDI1	0.196
USP47	GMPPB	0.308
USP47	HOGA1	0.36
USP47	KATNA1	0.374
USP47	KIFC3	0.415
USP47	PDXDC1	0.355
USP47	RBPJ	0.18
USP47	UBXN1	0.226
USP47	URM1	0.392
USP47	WDR44	0.415
USP48	BRAT1	0.184
USP49	ANKRD28	0.493
USP49	ANKRD33	0.488
USP49	ANKRD52	0.493
USP49	CETN1	0.53
USP49	CETN2	0.793
USP49	CETN3	0.523
USP49	COPA	0.495
USP49	DICER1	0.505
USP49	F7	0.192
USP49	FKBP5	0.495
USP49	HADH	0.488
USP49	HADHA	0.488
USP49	HIST2H2BE	0.951
USP49	HOPX	0.488
USP49	HSF2	0.164
USP49	HUWE1	0.38
USP49	IPO7	0.495
USP49	IPO9	0.495
USP49	KRR1	0.619
USP49	LRIT1	0.488
USP49	LRPPRC	0.192
USP49	MCM6	0.237
USP49	MED17	0.163
USP49	MED18	0.187
USP49	NUP85	0.496
USP49	PDCD2	0.51
USP49	PPM1G	0.285
USP49	PPP6R1	0.495
USP49	PPP6R2	0.526
USP49	PPP6R3	0.333
USP49	PPT1	0.488
USP49	RBCK1	0.187
USP49	RPN1	0.493
USP49	SHCBP1	0.488
USP49	SHPRH	0.531
USP49	SLC39A7	0.494
USP49	STAMBPL1	0.524
USP49	TNFRSF10C	0.488
USP49	UBR5	0.511
USP49	USP44	0.617
USP49	YARS2	0.495
USP5	AGL	0.495
USP5	ATP6V1A	0.796
USP5	CACNA1H	0.371
USP5	CCT6A	0.546
USP5	CDC34	0.568
USP5	CLNS1A	0.331
USP5	FOXM1	0.398
USP5	GNPDA1	0.344
USP5	HERC4	0.357
USP5	IPO9	0.265
USP5	ITCH	0.299
USP5	KDM5C	0.778
USP5	LAGE3	0.417
USP5	MCTS1	0.157
USP5	MLH1	0.469
USP5	NT5C2	0.323
USP5	OXSR1	0.182
USP5	P4HB	0.262
USP5	PBK	0.504
USP5	PCNA	0.266
USP5	PMS1	0.173
USP5	PRDX1	0.509
USP5	PSME1	0.545
USP5	RAD18	0.369
USP5	RAD23A	0.482
USP5	RAD23B	0.401
USP5	RFFL	0.181
USP5	RNF11	0.232
USP5	SMURF1	0.443
USP5	STK33	0.333
USP5	TADA3	0.162
USP5	TCEAL4	0.173
USP5	THTPA	0.774
USP5	TMEM239	0.168
USP5	TMOD3	0.424
USP5	TRAF6	0.248
USP5	TRIML1	0.39
USP5	TRNT1	0.209
USP5	TWF1	0.347
USP5	TXNDC17	0.774
USP5	TXNL1	0.787
USP5	UBA1	0.728
USP5	UBC	0.974
USP5	UBE2H	0.815
USP5	UBE2S	0.437
USP5	UBP1	0.514
USP5	UBR1	0.804
USP5	UBTD2	0.605
USP5	URM1	0.813
USP5	USP13	0.501
USP5	WARS	0.272
USP5	XIAP	0.781
USP5	YTHDF1	0.424
USP5	YTHDF2	0.777
USP5	ZFP91	0.503
USP5	ZNF593	0.774
USP50	AFG3L2	0.515
USP50	CKAP4	0.491
USP50	DYNC2H1	0.488
USP50	HSPA1A	0.29
USP50	HUWE1	0.582
USP50	NUP205	0.488
USP50	SLC1A5	0.492
USP50	SLC25A13	0.488
USP51	PJA1	0.201
USP51	USP15	0.255
USP51	USP21	0.191
USP53	AZGP1	0.488
USP53	BLMH	0.488
USP53	CPNE7	0.488
USP53	KRT77	0.488
USP53	YAE1D1	0.488
USP54	NXT2	0.169
USP6	ANKRD44	0.409
USP6	RAB33B	0.557
USP7	ABL1	0.438
USP7	ABRAXAS2	0.788
USP7	ACTL8	0.602
USP7	ADPRHL1	0.36
USP7	AKAP1	0.507
USP7	ALKBH3	0.256
USP7	ANXA1	0.285
USP7	ATXN1	0.512
USP7	AXIN1	0.617
USP7	BABAM1	0.614
USP7	BABAM2	0.614
USP7	BAP1	0.531
USP7	BCL6	0.552
USP7	BCOR	0.611
USP7	BCORL1	0.15
USP7	BIRC2	0.567
USP7	BIRC3	0.504
USP7	BMI1	0.424
USP7	BRCA1	0.597
USP7	BRCC3	0.729
USP7	BUB3	0.79
USP7	CACNA2D1	0.203
USP7	CBX2	0.155
USP7	CCDC6	0.502
USP7	CEP112	0.193
USP7	CHEK1	0.521
USP7	CHEK2	0.38
USP7	CHFR	0.47
USP7	CLK3	0.34
USP7	CMTM1	0.488
USP7	COPS5	0.381
USP7	COPS6	0.268
USP7	CRKL	0.499
USP7	CRY1	0.432
USP7	CUL4A	0.941
USP7	CUL4B	0.931
USP7	CWC22	0.352
USP7	DARS	0.215
USP7	DAXX	0.959
USP7	DBN1	0.193
USP7	DCAF4	0.204
USP7	DDX4	0.265
USP7	DHX40	0.185
USP7	DHX9	0.487
USP7	DICER1	0.417
USP7	DNMT1	0.918
USP7	DNMT3A	0.369
USP7	DOCK7	0.623
USP7	DYNC1H1	0.21
USP7	EED	0.341
USP7	EIF4B	0.619
USP7	ERCC6	0.956
USP7	ETV6	0.214
USP7	EZH2	0.395
USP7	F7	0.193
USP7	FAM170A	0.171
USP7	FASTKD2	0.161
USP7	FBF1	0.193
USP7	FBXO38	0.548
USP7	FKBP5	0.353
USP7	FOXN2	0.441
USP7	FOXO4	0.95
USP7	GAS2L1	0.165
USP7	GIN1	0.258
USP7	GLI1	0.732
USP7	GLI2	0.722
USP7	GLI3	0.734
USP7	GMPS	0.973
USP7	GOLGB1	0.238
USP7	HDAC1	0.516
USP7	HDAC5	0.205
USP7	HECW1	0.382
USP7	HIST2H2AC	0.476
USP7	HIST2H2BE	0.476
USP7	HIST3H2BB	0.376
USP7	HLTF	0.606
USP7	HNRNPF	0.426
USP7	HNRNPH1	0.529
USP7	HUWE1	0.691
USP7	IFI16	0.167
USP7	IKBKG	0.929
USP7	ING1	0.376
USP7	IQGAP1	0.49
USP7	KAT5	0.52
USP7	KIF23	0.317
USP7	KLC1	0.221
USP7	KLHDC10	0.779
USP7	KLHL8	0.228
USP7	KMT2E	0.391
USP7	KPNA1	0.206
USP7	KRT1	0.193
USP7	LMNA	0.204
USP7	MACF1	0.294
USP7	MAGED2	0.363
USP7	MAGEE1	0.154
